enquiry_id,date,channel,enquiry_type,response_time_hours,agent_id,property_id,converted
ENQ-00625,2025-03-09,Contact Form,Viewing Request,10.8,Agent_02,RK-0298,False
ENQ-00626,2024-09-05,Contact Form,General Enquiry,17.6,Agent_38,RK-0417,False
ENQ-00627,2024-06-22,Email,General Enquiry,17.8,Agent_16,RK-0015,True
ENQ-00628,2024-09-25,Contact Form,Design Consultation,8.6,Agent_17,RK-0434,False
ENQ-00629,2025-07-20,WhatsApp,Availability Check,1.2,Agent_29,RK-0022,False
ENQ-00630,2025-07-13,Phone,Viewing Request,1.4,Agent_37,RK-0071,False
ENQ-00631,2025-11-15,Contact Form,Pricing Question,1.0,Agent_25,RK-0172,True
ENQ-00632,2024-02-09,Email,Pricing Question,15.3,Agent_13,RK-0253,False
ENQ-00633,2025-01-15,Email,Pricing Question,8.5,Agent_41,RK-0227,True
ENQ-00634,2025-03-29,Email,Viewing Request,2.4,Agent_16,RK-0024,False
ENQ-00635,2024-06-23,Email,Viewing Request,10.2,Agent_30,RK-0018,False
ENQ-00636,2025-01-11,Contact Form,Availability Check,5.2,Agent_25,RK-0056,False
ENQ-00637,2024-02-28,Email,General Enquiry,18.9,Agent_43,RK-0191,False
ENQ-00638,2025-11-09,WhatsApp,Availability Check,5.8,Agent_12,RK-0035,False
ENQ-00639,2024-04-30,Contact Form,Pricing Question,1.1,Agent_31,RK-0388,True
ENQ-00640,2025-12-03,WhatsApp,Viewing Request,7.1,Agent_17,RK-0382,False
ENQ-00641,2024-11-13,Email,Design Consultation,1.1,Agent_47,RK-0205,False
ENQ-00642,2024-11-02,Phone,Viewing Request,2.4,Agent_41,RK-0478,False
ENQ-00643,2024-09-27,WhatsApp,Availability Check,0.5,Agent_42,RK-0368,False
ENQ-00644,2024-08-19,Email,Viewing Request,1.0,Agent_16,RK-0234,True
ENQ-00645,2025-03-03,Contact Form,Pricing Question,1.6,Agent_50,RK-0146,False
ENQ-00646,2025-04-01,Email,General Enquiry,1.0,Agent_41,RK-0296,False
ENQ-00647,2025-12-06,Phone,Viewing Request,0.6,Agent_22,RK-0004,False
ENQ-00648,2024-06-14,WhatsApp,Viewing Request,2.2,Agent_35,RK-0031,False
ENQ-00649,2025-02-03,Contact Form,General Enquiry,5.3,Agent_48,RK-0241,False
ENQ-00650,2024-06-11,Contact Form,Pricing Question,15.1,Agent_38,RK-0393,False
ENQ-00651,2025-06-16,Phone,Availability Check,0.2,Agent_23,RK-0333,False
ENQ-00652,2025-12-05,Phone,Viewing Request,1.6,Agent_23,RK-0092,False
ENQ-00653,2024-08-22,WhatsApp,Design Consultation,1.7,Agent_07,RK-0001,False
ENQ-00654,2025-12-13,WhatsApp,Viewing Request,0.5,Agent_38,RK-0481,False
ENQ-00655,2024-12-16,Email,Viewing Request,22.6,Agent_36,RK-0067,False
ENQ-00656,2025-10-28,WhatsApp,Viewing Request,0.5,Agent_36,RK-0197,False
ENQ-00657,2025-08-13,Email,Viewing Request,5.7,Agent_29,RK-0445,False
ENQ-00658,2025-04-08,Email,Availability Check,8.3,Agent_41,RK-0433,True
ENQ-00659,2025-03-15,Email,Availability Check,10.4,Agent_19,RK-0157,False
ENQ-00660,2025-10-20,Email,Availability Check,1.0,Agent_03,RK-0358,False
ENQ-00661,2025-03-25,Phone,Complaint,0.3,Agent_07,RK-0484,False
ENQ-00662,2025-02-26,Contact Form,Availability Check,1.0,Agent_29,RK-0158,False
ENQ-00663,2024-07-29,Phone,Complaint,1.0,Agent_30,RK-0259,False
ENQ-00664,2024-10-25,Phone,Pricing Question,0.5,Agent_41,RK-0362,False
ENQ-00665,2025-03-13,Email,Viewing Request,9.3,Agent_08,RK-0032,False
ENQ-00666,2025-01-28,Email,General Enquiry,2.8,Agent_08,RK-0285,True
ENQ-00667,2025-04-14,Phone,Availability Check,0.8,Agent_02,RK-0482,False
ENQ-00668,2025-03-10,Contact Form,General Enquiry,1.0,Agent_30,RK-0466,False
ENQ-00669,2024-08-08,Phone,Viewing Request,0.5,Agent_48,RK-0276,False
ENQ-00670,2024-03-28,WhatsApp,Viewing Request,3.4,Agent_49,RK-0141,False
ENQ-00671,2024-08-23,WhatsApp,Design Consultation,1.9,Agent_31,RK-0138,False
ENQ-00672,2024-08-21,Contact Form,General Enquiry,12.9,Agent_29,RK-0361,False
ENQ-00673,2024-06-10,WhatsApp,Viewing Request,2.2,Agent_06,RK-0395,False
ENQ-00674,2025-04-10,Contact Form,Design Consultation,16.6,Agent_21,RK-0494,False
ENQ-00675,2025-06-05,Contact Form,Viewing Request,4.9,Agent_50,RK-0026,False
ENQ-00676,2025-05-22,WhatsApp,General Enquiry,0.9,Agent_01,RK-0456,False
ENQ-00677,2025-05-16,Email,Viewing Request,25.8,Agent_12,RK-0319,False
ENQ-00678,2024-01-01,Contact Form,Viewing Request,8.2,Agent_22,RK-0476,False
ENQ-00679,2024-11-19,Email,General Enquiry,1.5,Agent_37,RK-0440,True
ENQ-00680,2025-03-18,Email,General Enquiry,1.9,Agent_23,RK-0354,True
ENQ-00681,2025-07-31,WhatsApp,General Enquiry,0.9,Agent_34,RK-0380,False
ENQ-00682,2024-02-11,Contact Form,Pricing Question,1.2,Agent_09,RK-0114,True
ENQ-00683,2025-04-08,Contact Form,Availability Check,4.3,Agent_06,RK-0074,False
ENQ-00684,2024-03-17,Contact Form,Availability Check,29.9,Agent_11,RK-0344,False
ENQ-00685,2024-03-14,Email,Pricing Question,7.0,Agent_43,RK-0474,False
ENQ-00686,2025-02-01,Contact Form,Complaint,19.3,Agent_10,RK-0115,False
ENQ-00687,2024-08-15,WhatsApp,Design Consultation,2.1,Agent_16,RK-0438,False
ENQ-00688,2025-04-09,Contact Form,Pricing Question,10.8,Agent_09,RK-0403,False
ENQ-00689,2025-02-12,WhatsApp,Complaint,3.4,Agent_39,RK-0105,True
ENQ-00690,2025-02-17,Email,General Enquiry,16.2,Agent_34,RK-0393,False
ENQ-00691,2025-04-30,Phone,Pricing Question,1.1,Agent_05,RK-0443,False
ENQ-00692,2024-09-21,WhatsApp,Pricing Question,6.2,Agent_42,RK-0061,False
ENQ-00693,2025-10-07,Contact Form,Design Consultation,1.0,Agent_47,RK-0089,False
ENQ-00694,2024-05-11,Email,General Enquiry,12.7,Agent_35,RK-0330,False
ENQ-00695,2025-08-04,Contact Form,Design Consultation,26.3,Agent_34,RK-0473,False
ENQ-00696,2024-10-23,Phone,Viewing Request,0.1,Agent_31,RK-0403,True
ENQ-00697,2024-12-14,Email,General Enquiry,13.0,Agent_40,RK-0403,False
ENQ-00698,2025-10-07,Phone,Viewing Request,0.1,Agent_24,RK-0281,False
ENQ-00699,2025-12-04,Email,Viewing Request,43.8,Agent_12,RK-0417,False
ENQ-00700,2025-06-12,Phone,Availability Check,0.5,Agent_06,RK-0273,False
ENQ-00701,2024-07-28,Email,Pricing Question,3.0,Agent_24,RK-0205,False
ENQ-00702,2024-08-03,Contact Form,Availability Check,1.0,Agent_33,RK-0018,True
ENQ-00703,2024-07-20,WhatsApp,Viewing Request,0.5,Agent_25,RK-0034,False
ENQ-00704,2025-10-01,Email,Design Consultation,1.0,Agent_12,RK-0401,False
ENQ-00705,2024-10-08,Contact Form,Pricing Question,2.8,Agent_42,RK-0317,False
ENQ-00706,2025-06-29,Email,General Enquiry,3.4,Agent_35,RK-0025,False
ENQ-00707,2024-09-07,WhatsApp,Pricing Question,0.5,Agent_24,RK-0149,False
ENQ-00708,2025-08-27,Email,Pricing Question,2.3,Agent_05,RK-0446,False
ENQ-00709,2024-08-14,WhatsApp,Availability Check,0.5,Agent_13,RK-0318,False
ENQ-00710,2025-12-09,Contact Form,Availability Check,1.0,Agent_35,RK-0180,False
ENQ-00711,2025-02-15,Phone,Viewing Request,1.0,Agent_33,RK-0448,False
ENQ-00712,2025-02-27,Email,Viewing Request,3.2,Agent_31,RK-0059,False
ENQ-00713,2024-06-24,Email,Pricing Question,7.3,Agent_12,RK-0404,False
ENQ-00714,2024-08-20,WhatsApp,Pricing Question,0.5,Agent_07,RK-0029,False
ENQ-00715,2025-11-18,Email,Viewing Request,1.2,Agent_45,RK-0353,False
ENQ-00716,2024-09-21,Email,Design Consultation,13.3,Agent_11,RK-0125,False
ENQ-00717,2025-06-08,Phone,Pricing Question,0.6,Agent_36,RK-0092,True
ENQ-00718,2024-02-06,WhatsApp,General Enquiry,2.9,Agent_40,RK-0054,True
ENQ-00719,2025-09-09,Email,Design Consultation,1.9,Agent_12,RK-0257,False
ENQ-00720,2024-08-30,Email,Pricing Question,5.7,Agent_42,RK-0379,False
ENQ-00721,2025-10-14,Phone,General Enquiry,2.7,Agent_03,RK-0311,True
ENQ-00722,2025-07-23,Phone,Pricing Question,0.1,Agent_24,RK-0072,False
ENQ-00723,2024-04-03,Email,Availability Check,9.7,Agent_21,RK-0356,False
ENQ-00724,2025-07-27,Email,Pricing Question,1.1,Agent_42,RK-0178,False
ENQ-00725,2024-09-16,Phone,Pricing Question,0.6,Agent_26,RK-0107,False
ENQ-00726,2025-11-15,Email,Pricing Question,27.6,Agent_31,RK-0368,False
ENQ-00727,2024-04-17,Phone,Viewing Request,0.6,Agent_16,RK-0171,False
ENQ-00728,2025-08-08,Contact Form,Viewing Request,3.1,Agent_43,RK-0041,False
ENQ-00729,2025-03-29,Contact Form,Complaint,14.8,Agent_16,RK-0436,True
ENQ-00730,2025-02-24,Contact Form,Design Consultation,4.7,Agent_28,RK-0337,False
ENQ-00731,2025-12-26,Email,Pricing Question,9.3,Agent_15,RK-0466,False
ENQ-00732,2024-06-06,Email,Viewing Request,5.5,Agent_39,RK-0072,False
ENQ-00733,2025-08-11,Email,Availability Check,15.3,Agent_30,RK-0415,False
ENQ-00734,2024-06-20,WhatsApp,Viewing Request,1.9,Agent_46,RK-0135,False
ENQ-00735,2024-10-06,Phone,Design Consultation,1.6,Agent_36,RK-0358,False
ENQ-00736,2024-08-08,Phone,Complaint,0.7,Agent_42,RK-0375,False
ENQ-00737,2024-01-14,Contact Form,Viewing Request,1.0,Agent_18,RK-0471,True
ENQ-00738,2025-11-29,Contact Form,Complaint,3.4,Agent_23,RK-0219,True
ENQ-00739,2024-11-03,Phone,Pricing Question,0.2,Agent_41,RK-0131,False
ENQ-00740,2025-10-15,WhatsApp,General Enquiry,1.6,Agent_36,RK-0168,True
ENQ-00741,2024-01-05,Email,General Enquiry,1.0,Agent_11,RK-0437,True
ENQ-00742,2024-02-01,Phone,Viewing Request,0.6,Agent_27,RK-0212,False
ENQ-00743,2024-11-13,WhatsApp,Viewing Request,2.3,Agent_42,RK-0189,False
ENQ-00744,2024-05-21,Phone,Viewing Request,1.5,Agent_07,RK-0207,True
ENQ-00745,2025-01-17,WhatsApp,General Enquiry,7.3,Agent_15,RK-0185,False
ENQ-00746,2024-03-28,Phone,Pricing Question,3.3,Agent_31,RK-0040,False
ENQ-00747,2025-05-17,WhatsApp,Complaint,0.5,Agent_27,RK-0175,False
ENQ-00748,2025-01-24,Email,Viewing Request,1.0,Agent_20,RK-0301,False
ENQ-00749,2025-08-27,WhatsApp,Availability Check,4.6,Agent_39,RK-0303,False
ENQ-00750,2024-03-17,Email,Pricing Question,3.0,Agent_27,RK-0172,True
ENQ-00751,2025-12-12,Contact Form,Viewing Request,1.6,Agent_40,RK-0465,False
ENQ-00752,2025-04-21,Phone,Viewing Request,0.4,Agent_24,RK-0277,True
ENQ-00753,2025-03-24,Email,Pricing Question,3.0,Agent_16,RK-0458,False
ENQ-00754,2025-09-26,WhatsApp,Viewing Request,2.7,Agent_22,RK-0408,False
ENQ-00755,2024-12-06,Phone,Pricing Question,1.9,Agent_39,RK-0069,True
ENQ-00756,2025-01-15,Phone,General Enquiry,0.6,Agent_05,RK-0461,False
ENQ-00757,2025-07-27,WhatsApp,Availability Check,0.5,Agent_42,RK-0496,False
ENQ-00758,2025-05-30,Contact Form,Availability Check,27.7,Agent_15,RK-0245,False
ENQ-00759,2025-07-08,WhatsApp,Availability Check,1.2,Agent_14,RK-0324,False
ENQ-00760,2025-06-29,Phone,Availability Check,1.1,Agent_30,RK-0088,False
ENQ-00761,2024-01-07,Email,General Enquiry,13.0,Agent_23,RK-0396,True
ENQ-00762,2024-05-22,Phone,Pricing Question,0.1,Agent_15,RK-0014,False
ENQ-00763,2025-04-08,Email,Availability Check,11.8,Agent_29,RK-0105,False
ENQ-00764,2024-11-14,Phone,Availability Check,1.6,Agent_43,RK-0135,True
ENQ-00765,2024-09-16,Phone,Pricing Question,0.3,Agent_16,RK-0041,False
ENQ-00766,2024-09-11,Email,General Enquiry,1.0,Agent_43,RK-0245,False
ENQ-00767,2025-03-28,Email,Viewing Request,1.4,Agent_03,RK-0329,True
ENQ-00768,2025-04-23,Contact Form,Pricing Question,16.5,Agent_41,RK-0105,False
ENQ-00769,2025-11-17,Email,Viewing Request,10.7,Agent_24,RK-0159,False
ENQ-00770,2024-11-26,Contact Form,Pricing Question,5.9,Agent_03,RK-0495,False
ENQ-00771,2025-02-18,WhatsApp,General Enquiry,6.3,Agent_25,RK-0320,False
ENQ-00772,2024-04-14,Contact Form,Viewing Request,3.7,Agent_23,RK-0309,False
ENQ-00773,2024-11-09,Phone,Pricing Question,4.0,Agent_26,RK-0027,False
ENQ-00774,2025-11-16,Email,Complaint,1.6,Agent_03,RK-0371,False
ENQ-00775,2025-07-25,WhatsApp,Viewing Request,5.9,Agent_39,RK-0456,False
ENQ-00776,2024-04-20,Email,General Enquiry,6.3,Agent_45,RK-0494,False
ENQ-00777,2024-05-07,WhatsApp,Pricing Question,2.8,Agent_47,RK-0090,False
ENQ-00778,2024-11-28,Contact Form,Availability Check,6.5,Agent_49,RK-0098,False
ENQ-00779,2025-12-11,Contact Form,Pricing Question,8.4,Agent_44,RK-0371,False
ENQ-00780,2024-02-13,Contact Form,Pricing Question,4.8,Agent_26,RK-0144,False
ENQ-00781,2025-12-06,Contact Form,Pricing Question,1.0,Agent_08,RK-0462,False
ENQ-00782,2025-11-08,Email,Availability Check,1.0,Agent_19,RK-0028,False
ENQ-00783,2024-06-23,Contact Form,Viewing Request,1.0,Agent_16,RK-0031,True
ENQ-00784,2024-06-04,Email,Pricing Question,18.8,Agent_13,RK-0333,False
ENQ-00785,2025-02-04,Email,Availability Check,3.0,Agent_22,RK-0375,False
ENQ-00786,2024-12-18,Contact Form,Availability Check,2.5,Agent_28,RK-0074,True
ENQ-00787,2024-03-30,Phone,Availability Check,0.6,Agent_35,RK-0465,False
ENQ-00788,2025-08-20,Email,Viewing Request,2.4,Agent_37,RK-0461,False
ENQ-00789,2024-11-30,WhatsApp,Viewing Request,3.0,Agent_44,RK-0060,False
ENQ-00790,2025-07-13,Contact Form,General Enquiry,14.9,Agent_33,RK-0044,False
ENQ-00791,2024-06-13,Phone,General Enquiry,1.1,Agent_02,RK-0287,False
ENQ-00792,2024-10-12,Phone,Design Consultation,0.5,Agent_24,RK-0152,False
ENQ-00793,2024-01-13,Email,General Enquiry,5.7,Agent_20,RK-0328,False
ENQ-00794,2025-08-12,Contact Form,Viewing Request,1.0,Agent_21,RK-0111,False
ENQ-00795,2025-06-18,Email,Viewing Request,10.6,Agent_12,RK-0320,False
ENQ-00796,2024-11-20,Email,Viewing Request,7.5,Agent_37,RK-0448,False
ENQ-00797,2024-11-29,WhatsApp,Pricing Question,0.7,Agent_38,RK-0120,False
ENQ-00798,2024-10-30,WhatsApp,Viewing Request,4.9,Agent_31,RK-0377,False
ENQ-00799,2024-08-22,WhatsApp,Design Consultation,0.5,Agent_46,RK-0393,False
ENQ-00800,2024-07-31,WhatsApp,Pricing Question,0.5,Agent_06,RK-0309,False
ENQ-00801,2024-09-17,Email,Design Consultation,3.3,Agent_42,RK-0222,False
ENQ-00802,2025-06-21,Email,Pricing Question,4.8,Agent_23,RK-0117,True
ENQ-00803,2024-11-04,Email,Pricing Question,26.7,Agent_32,RK-0358,False
ENQ-00804,2024-09-12,Contact Form,Pricing Question,1.2,Agent_47,RK-0210,True
ENQ-00805,2024-04-02,WhatsApp,Pricing Question,1.2,Agent_39,RK-0050,False
ENQ-00806,2025-03-31,WhatsApp,Pricing Question,4.4,Agent_40,RK-0034,True
ENQ-00807,2024-07-17,Contact Form,General Enquiry,3.4,Agent_33,RK-0033,False
ENQ-00808,2025-02-23,Email,Pricing Question,2.2,Agent_24,RK-0214,False
ENQ-00809,2024-08-03,Email,General Enquiry,2.9,Agent_11,RK-0288,False
ENQ-00810,2024-07-16,WhatsApp,Availability Check,0.5,Agent_27,RK-0166,False
ENQ-00811,2025-01-17,WhatsApp,Pricing Question,1.0,Agent_40,RK-0414,False
ENQ-00812,2024-06-17,Contact Form,General Enquiry,2.2,Agent_25,RK-0194,True
ENQ-00813,2025-02-05,Email,Availability Check,38.9,Agent_32,RK-0149,True
ENQ-00814,2025-11-19,Contact Form,Viewing Request,9.4,Agent_44,RK-0462,True
ENQ-00815,2024-04-28,Contact Form,Availability Check,1.0,Agent_30,RK-0455,False
ENQ-00816,2024-02-15,WhatsApp,Viewing Request,3.6,Agent_08,RK-0003,False
ENQ-00817,2024-06-05,Contact Form,General Enquiry,1.2,Agent_47,RK-0114,True
ENQ-00818,2024-09-06,Email,Viewing Request,3.2,Agent_31,RK-0479,False
ENQ-00819,2024-04-22,Phone,General Enquiry,2.5,Agent_15,RK-0016,False
ENQ-00820,2025-01-10,WhatsApp,Availability Check,1.1,Agent_04,RK-0478,False
ENQ-00821,2025-08-29,WhatsApp,Viewing Request,2.7,Agent_41,RK-0200,False
ENQ-00822,2025-08-21,Contact Form,Pricing Question,1.4,Agent_04,RK-0084,False
ENQ-00823,2025-07-13,WhatsApp,Availability Check,3.0,Agent_41,RK-0486,False
ENQ-00824,2024-09-14,Email,Viewing Request,13.1,Agent_40,RK-0254,False
ENQ-00825,2025-12-29,Phone,Availability Check,1.3,Agent_44,RK-0240,False
ENQ-00826,2024-10-19,WhatsApp,Availability Check,3.8,Agent_23,RK-0142,False
ENQ-00827,2025-09-29,Phone,Pricing Question,0.3,Agent_34,RK-0390,False
ENQ-00828,2024-11-01,WhatsApp,Viewing Request,6.7,Agent_40,RK-0225,False
ENQ-00829,2025-04-07,Phone,Viewing Request,0.4,Agent_23,RK-0040,False
ENQ-00830,2024-06-27,WhatsApp,General Enquiry,0.8,Agent_20,RK-0481,False
ENQ-00831,2024-12-08,Email,Availability Check,3.3,Agent_04,RK-0226,False
ENQ-00832,2025-10-06,Email,Pricing Question,12.3,Agent_15,RK-0223,False
ENQ-00833,2025-09-10,Email,Availability Check,8.7,Agent_21,RK-0137,False
ENQ-00834,2025-11-08,Contact Form,Availability Check,9.1,Agent_15,RK-0321,False
ENQ-00835,2025-06-15,Email,Availability Check,8.3,Agent_13,RK-0135,False
ENQ-00836,2024-06-21,WhatsApp,Availability Check,3.0,Agent_11,RK-0287,True
ENQ-00837,2025-08-12,WhatsApp,Availability Check,2.2,Agent_35,RK-0385,False
ENQ-00838,2025-07-29,Email,Pricing Question,2.8,Agent_12,RK-0437,False
ENQ-00839,2024-06-16,Email,General Enquiry,19.6,Agent_15,RK-0460,False
ENQ-00840,2024-04-30,Phone,Availability Check,0.8,Agent_20,RK-0457,False
ENQ-00841,2025-12-27,WhatsApp,General Enquiry,1.8,Agent_19,RK-0481,False
ENQ-00842,2025-03-29,Email,General Enquiry,1.0,Agent_23,RK-0138,False
ENQ-00843,2025-07-16,Email,Availability Check,1.0,Agent_27,RK-0057,False
ENQ-00844,2025-11-08,Contact Form,Viewing Request,1.0,Agent_26,RK-0410,False
ENQ-00845,2024-11-12,Contact Form,Design Consultation,1.0,Agent_17,RK-0150,False
ENQ-00846,2025-06-05,Phone,Viewing Request,0.6,Agent_18,RK-0194,False
ENQ-00847,2024-09-21,Email,Pricing Question,6.8,Agent_36,RK-0026,False
ENQ-00848,2024-05-17,Email,Viewing Request,14.6,Agent_40,RK-0119,False
ENQ-00849,2025-02-10,Email,Viewing Request,20.5,Agent_24,RK-0192,False
ENQ-00850,2025-08-14,Contact Form,Pricing Question,2.3,Agent_13,RK-0108,True
ENQ-00851,2025-03-22,Phone,Design Consultation,0.5,Agent_22,RK-0371,False
ENQ-00852,2024-10-16,WhatsApp,Design Consultation,3.8,Agent_13,RK-0343,False
ENQ-00853,2025-01-04,WhatsApp,Pricing Question,4.0,Agent_13,RK-0118,False
ENQ-00854,2024-12-17,Email,Pricing Question,1.0,Agent_21,RK-0310,False
ENQ-00855,2024-12-25,Contact Form,General Enquiry,2.7,Agent_23,RK-0150,False
ENQ-00856,2024-04-29,Contact Form,Viewing Request,1.1,Agent_23,RK-0326,False
ENQ-00857,2025-10-25,Email,General Enquiry,2.0,Agent_45,RK-0316,False
ENQ-00858,2024-04-02,WhatsApp,Viewing Request,0.5,Agent_27,RK-0304,False
ENQ-00859,2024-10-26,Phone,General Enquiry,2.0,Agent_02,RK-0253,False
ENQ-00860,2025-01-03,Phone,Complaint,2.2,Agent_11,RK-0138,False
ENQ-00861,2025-07-20,Phone,Viewing Request,1.4,Agent_23,RK-0430,False
ENQ-00862,2024-06-22,Contact Form,Design Consultation,5.2,Agent_48,RK-0285,False
ENQ-00863,2024-12-25,Contact Form,Viewing Request,26.1,Agent_50,RK-0021,False
ENQ-00864,2025-08-29,Contact Form,Viewing Request,14.4,Agent_39,RK-0369,False
ENQ-00865,2024-06-10,Email,Pricing Question,1.5,Agent_11,RK-0125,False
ENQ-00866,2024-09-17,Email,Viewing Request,6.5,Agent_06,RK-0402,False
ENQ-00867,2024-07-24,Contact Form,Complaint,13.7,Agent_17,RK-0379,False
ENQ-00868,2024-03-05,Email,Viewing Request,4.6,Agent_24,RK-0028,False
ENQ-00869,2024-09-29,Email,Viewing Request,2.1,Agent_48,RK-0136,True
ENQ-00870,2025-05-29,Contact Form,Pricing Question,1.0,Agent_17,RK-0440,False
ENQ-00871,2024-11-13,Phone,Viewing Request,0.4,Agent_01,RK-0089,False
ENQ-00872,2025-11-22,WhatsApp,Pricing Question,0.7,Agent_12,RK-0318,False
ENQ-00873,2025-11-16,Contact Form,General Enquiry,4.7,Agent_14,RK-0112,False
ENQ-00874,2025-01-03,Email,Availability Check,9.3,Agent_19,RK-0227,False
ENQ-00875,2024-11-20,Contact Form,Design Consultation,1.0,Agent_32,RK-0459,False
ENQ-00876,2025-06-19,Contact Form,Viewing Request,12.5,Agent_44,RK-0190,False
ENQ-00877,2024-07-14,Contact Form,Viewing Request,18.4,Agent_19,RK-0427,False
ENQ-00878,2025-08-04,Contact Form,Viewing Request,1.0,Agent_03,RK-0003,False
ENQ-00879,2025-10-24,Contact Form,Design Consultation,3.7,Agent_06,RK-0276,True
ENQ-00880,2025-01-14,Email,Pricing Question,1.0,Agent_22,RK-0035,False
ENQ-00881,2025-02-15,Contact Form,General Enquiry,5.4,Agent_46,RK-0037,False
ENQ-00882,2024-12-12,Email,Availability Check,2.3,Agent_29,RK-0431,False
ENQ-00883,2024-03-30,Email,Viewing Request,11.9,Agent_38,RK-0372,False
ENQ-00884,2024-01-15,Contact Form,Pricing Question,1.6,Agent_17,RK-0128,False
ENQ-00885,2025-11-18,Email,Viewing Request,2.7,Agent_26,RK-0072,False
ENQ-00886,2025-01-17,Email,Viewing Request,13.3,Agent_04,RK-0484,False
ENQ-00887,2024-09-29,Email,Viewing Request,4.3,Agent_38,RK-0357,False
ENQ-00888,2025-09-24,Phone,General Enquiry,1.0,Agent_04,RK-0044,False
ENQ-00889,2024-09-11,Email,Availability Check,6.4,Agent_18,RK-0417,False
ENQ-00890,2025-05-16,Phone,General Enquiry,1.6,Agent_48,RK-0460,True
ENQ-00891,2025-07-01,WhatsApp,Viewing Request,1.2,Agent_37,RK-0190,True
ENQ-00892,2024-10-08,Contact Form,General Enquiry,4.0,Agent_04,RK-0128,False
ENQ-00893,2025-08-30,WhatsApp,Pricing Question,2.4,Agent_43,RK-0440,False
ENQ-00894,2024-01-08,WhatsApp,Design Consultation,0.7,Agent_22,RK-0272,False
ENQ-00895,2025-08-16,Contact Form,Viewing Request,30.3,Agent_07,RK-0306,False
ENQ-00896,2024-07-25,WhatsApp,Design Consultation,1.7,Agent_29,RK-0128,False
ENQ-00897,2024-08-08,WhatsApp,Complaint,1.1,Agent_46,RK-0427,False
ENQ-00898,2025-03-18,WhatsApp,Design Consultation,0.5,Agent_43,RK-0475,False
ENQ-00899,2024-05-08,Email,Pricing Question,4.2,Agent_11,RK-0218,False
ENQ-00900,2025-07-20,Email,Viewing Request,12.4,Agent_44,RK-0150,False
ENQ-00901,2025-12-23,Contact Form,Design Consultation,1.0,Agent_19,RK-0434,False
ENQ-00902,2025-07-18,WhatsApp,Availability Check,4.6,Agent_40,RK-0042,True
ENQ-00903,2024-07-22,Email,Viewing Request,9.5,Agent_46,RK-0475,False
ENQ-00904,2024-02-18,Email,Complaint,10.0,Agent_07,RK-0474,True
ENQ-00905,2025-06-02,Phone,Viewing Request,0.6,Agent_07,RK-0213,False
ENQ-00906,2025-09-04,WhatsApp,Viewing Request,3.0,Agent_39,RK-0249,False
ENQ-00907,2025-05-30,Contact Form,Viewing Request,9.3,Agent_27,RK-0259,False
ENQ-00908,2024-03-21,Email,Viewing Request,1.0,Agent_49,RK-0405,True
ENQ-00909,2024-08-17,Email,Design Consultation,1.0,Agent_49,RK-0490,False
ENQ-00910,2025-07-13,Email,Availability Check,2.5,Agent_38,RK-0134,False
ENQ-00911,2024-05-12,Email,Availability Check,3.8,Agent_13,RK-0414,True
ENQ-00912,2024-11-11,Email,General Enquiry,4.5,Agent_34,RK-0389,False
ENQ-00913,2025-03-02,WhatsApp,Viewing Request,1.1,Agent_45,RK-0342,False
ENQ-00914,2024-10-30,Email,Viewing Request,4.9,Agent_06,RK-0418,False
ENQ-00915,2024-10-05,Phone,Viewing Request,0.9,Agent_32,RK-0154,True
ENQ-00916,2025-06-09,Email,Pricing Question,7.9,Agent_22,RK-0016,False
ENQ-00917,2024-09-09,Email,Pricing Question,16.4,Agent_17,RK-0289,False
ENQ-00918,2025-04-18,Email,Design Consultation,5.3,Agent_04,RK-0497,False
ENQ-00919,2025-09-18,WhatsApp,Viewing Request,5.4,Agent_16,RK-0022,False
ENQ-00920,2025-03-21,Email,Pricing Question,7.2,Agent_05,RK-0208,False
ENQ-00921,2024-03-05,Email,Viewing Request,1.0,Agent_24,RK-0476,False
ENQ-00922,2024-06-11,Email,Viewing Request,1.0,Agent_16,RK-0309,False
ENQ-00923,2025-05-25,Email,Design Consultation,1.5,Agent_28,RK-0254,False
ENQ-00924,2025-01-20,Email,Pricing Question,7.6,Agent_18,RK-0054,False
ENQ-00925,2024-01-12,Contact Form,Complaint,1.6,Agent_14,RK-0434,True
ENQ-00926,2025-11-13,Contact Form,Viewing Request,9.6,Agent_17,RK-0445,False
ENQ-00927,2025-06-05,WhatsApp,Viewing Request,0.7,Agent_42,RK-0269,False
ENQ-00928,2024-12-24,WhatsApp,Viewing Request,1.4,Agent_13,RK-0204,False
ENQ-00929,2024-01-02,Phone,General Enquiry,0.1,Agent_45,RK-0157,False
ENQ-00930,2024-10-15,Contact Form,Availability Check,11.9,Agent_39,RK-0304,False
ENQ-00931,2024-06-12,Email,Pricing Question,5.1,Agent_18,RK-0188,True
ENQ-00932,2024-08-02,Contact Form,Pricing Question,14.0,Agent_19,RK-0047,False
ENQ-00933,2025-04-19,WhatsApp,Availability Check,3.1,Agent_29,RK-0353,True
ENQ-00934,2024-04-03,Contact Form,Design Consultation,17.1,Agent_20,RK-0008,False
ENQ-00935,2024-09-24,Contact Form,Pricing Question,3.3,Agent_33,RK-0410,False
ENQ-00936,2025-11-10,Contact Form,Pricing Question,16.4,Agent_02,RK-0065,True
ENQ-00937,2024-09-28,Contact Form,Design Consultation,1.4,Agent_30,RK-0010,False
